,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
7741,7741,114532136,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Very good food nice surroundings good peoples only had to wait 15 easy minutes for are dinner to be brought to us the servers was so nice to me an my family I just enjoy Lucilles ile be back soon with friends an family !,Positive,did not answer,no,CA, CA 94520
7742,7742,109381571,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"BBK ribs delocious, I al for raspberry tea, it was too sweet",Positive,did not answer,no,CA, CA 94520
7743,7743,102369126,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Napa sandwich and their brussel sprouts are the bomb, paired with a holy smokes. (Whiskey with hickory maple smoke served in a mason jar) Service is always great.",Positive,did not answer,no,CA, Concord
7744,7744,102597693,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Seating was outdoors. Patrons were somewhat spread out. They had the heaters on which made it bearable because it cold as hell. You order via an app, which is cool. Staff were attentive but not sitting on your shoulder. Business kept an honest rotation. And the food was on point. We had a salad, burger, and chicken sandwich.",Positive,did not answer,no,CA, Concord
7745,7745,117877437,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Good food,Positive,did not answer,no,CA, Concord
7746,7746,10026147,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Awesome service and great food. A wide variety of options!,Positive,did not answer,no,CA, Concord
7747,7747,104375979,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Tasty food, nice atmosphere, a little loud for quiet conversation.",Positive,did not answer,no,CA, Concord
7748,7748,110031199,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Love their bone marrow burgers, whiskey/beer selection and brunches! Happy hour brunch has amazing prices ($5 bloodies/mimosas) and brunchy food selections. Regular menu you can easily try something once (even if you never order it again) and not be too disappointed [deviled eggs Im talking to you].",Positive,did not answer,no,CA, Concord
7749,7749,100143149,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Our favorite “upscale pub” in concord. Best burgers in Bay Area. Great beer selection. Great cocktails.,Positive,did not answer,no,CA, Concord
7750,7750,114442277,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Good food and drinks. Love the atmosphere.,Positive,did not answer,no,CA, Concord
7751,7751,103571632,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Charcoal lemonade... need I say more,Positive,did not answer,no,CA, Concord
7752,7752,112297679,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"These burgers are superb. They taste like home made, but better. And they have great drinks too.",Positive,did not answer,no,CA, Concord
7753,7753,102577276,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"The bartenders were excellent! It was my 1st time really trying beer and they didnt hesitate in helping me sample quite a few beers before I could finally settle on one I enjoyed. We also had the corn dogs, which had a really cute presentation, (I forgot to take a picture), and they were delicious! Id DEFINITELY come back again!!!",Positive,did not answer,no,CA, Concord
7754,7754,101006869,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Love this place. Great beers and burgers,Positive,did not answer,no,CA, Concord
7755,7755,109832036,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Nice experience,Positive,did not answer,no,CA, Concord
7757,7757,101115163,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"A burger joint with an elevated take on the classic. And by far one of the best places to get a drink, their choices of whiskey and bourbons are nothing to scoff at!",Positive,did not answer,no,CA, Concord
7759,7759,103140903,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Spot on service. Excellent burgers. Love all the beer on tap.,Positive,did not answer,no,CA, Concord
7760,7760,103571632,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Charcoal lemonade... need I say more,Positive,did not answer,no,CA, Concord
7761,7761,112700288,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Good food great selection of drinks.,Positive,did not answer,no,CA, Concord
7762,7762,102253814,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"I think it was okay. I liked the Mac and cheese balls, the other appetizers werent super great but I enjoyed the spicy chicken sandwich.",Positive,did not answer,no,CA, Concord
7763,7763,107626264,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Nice selection of beer, spirits and wine. Great 1/2 off wine on happy hour on Tuesdays.",Positive,did not answer,no,CA, Concord
7764,7764,102457058,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,"Super delicious food, great staff, tasty drinks!!! Beers are little pricy for the size of the pours but I would still go back again.",Positive,did not answer,no,CA, Concord
7765,7765,11796345,0x808566c66ac62667:0xe36ef25a6c287bd2,Eureka!,restaurant    american restaurant,food_services,Food is good service is ok and the waiting could be long,Positive,did not answer,no,CA, Concord
7766,7766,105518383,0x808566c6aeb70463:0x1237cef8c5d813e8,Goldilocks,cake shop    bakery    dessert restaurant    filipino restaurant    restaurant    wedding bakery,food_services,We like a lot going out. Last night we found this fine place which friends told us about. We passed a lovely evening there with great cooking and a nice stuff and a talented chief cook. We added this place in our phone list and we will definitely visit again soon. Highly recommended.,Positive,did not answer,no,CA, Concord
7767,7767,105819542,0x808566c787e189c3:0x39be6a9f73a0e84f,Sun Gate BBQ,mongolian barbecue restaurant,food_services,Good stuff. Tastes good and you can load your bowl as high as you can with all the meat and veggies you can. FRESH AND HOT. I like it. $12.51 with tax for a large bowl and fed myself and my girlfriend. We stacked it very high and pressed it down.,Positive,did not answer,no,CA, Concord
7768,7768,107148985,0x808566c787e189c3:0x39be6a9f73a0e84f,Sun Gate BBQ,mongolian barbecue restaurant,food_services,The art of learning how to stack the extra meat with just the right center of gravity because its all you can fit in the bowl. Great value if your stacking skills are on point,Positive,did not answer,no,CA, Concord
7769,7769,117901352,0x808566c7fc311fb3:0x2675f76cd38d8bbb,Charleys Cheesesteaks,cheesesteak restaurant    american restaurant    fast food restaurant    food court    sandwich shop,food_services,"The Philly cheese steak was good the fries were not good. Look nothing like the picture. Sprinkle bacon, not the real thing.",Positive,Were sorry about your bad experience with us. Would you mind sending us an email at shareyourstuff@charleys.com so we can learn more and follow-up?,si,CA, Concord
7770,7770,111409147,0x808566c7fc311fb3:0x2675f76cd38d8bbb,Charleys Cheesesteaks,cheesesteak restaurant    american restaurant    fast food restaurant    food court    sandwich shop,food_services,Freshley made quick stop to get a bite in the mall,Positive,"Jesse, thanks for the great comments and review, and we hope to have you back again!",si,CA, Concord
7772,7772,109794685,0x808567256b186893:0xfe1dfe8e3389c2c9,Starbucks,coffee shop    cafe    coffee store    espresso bar,food_services,Nice clean store Friendly employees and Frappuccinos at great prices,Positive,did not answer,no,CA, Concord
7774,7774,107601529,0x8085672605f267a1:0x724911e3f263fd0e,BurgerIM Gourmet Burgers - Halal,restaurant,food_services,Build your own delicious burgers!! We absolutely love their fresh burgers and friendly service.,Positive,did not answer,no,CA, Concord
7775,7775,109888775,0x80856726f5d3903d:0x95975a33517ad067,T4,restaurant,food_services,Strange sort of Thai tea that kids like with jellies on the bottom or something it was different kind of like a tapioca milk but more of a kids fun drink the levels of sugar to choose from are creating nothing less than a future of diabetics but I do have to say not sure which one it was but tasted like the milk after Fruit Loops cereal not bad,Positive,did not answer,no,CA, Concord
7776,7776,107895822,0x80856784deec243f:0xecbc7d5353a1275c,Fire Wings Concord,chicken wings restaurant,food_services,Great service and good food.,Positive,did not answer,no,CA, Concord
7777,7777,116815253,0x80856784deec243f:0xecbc7d5353a1275c,Fire Wings Concord,chicken wings restaurant,food_services,"Not as tasty as pre-covid, but glad they still open. Get the Korean one the best of all flavors.",Positive,did not answer,no,CA, Concord
7778,7778,110158445,0x80856784deec243f:0xecbc7d5353a1275c,Fire Wings Concord,chicken wings restaurant,food_services,(Translated by Google) Nice place and good food (Original) Bonito el lugar y buen lacomida,Positive,did not answer,no,CA, Concord
7779,7779,112150484,0x80856784deec243f:0xecbc7d5353a1275c,Fire Wings Concord,chicken wings restaurant,food_services,Good food and service,Positive,did not answer,no,CA, Concord
7780,7780,11223534,0x8085678cf2a229ef:0xd954b3a6ffa1cd89,Poke Bowl,restaurant,food_services,Food wasnt as good.,Positive,did not answer,no,CA, Concord
7781,7781,117508028,0x8085678cf2a229ef:0xd954b3a6ffa1cd89,Poke Bowl,restaurant,food_services,"Pretty awesome. Huge quantities for the money. In Concord there are tons poke spots that popped with in the last few year all good but do skimp and are pretty stingy about what they want to give you in a $15 bowl of food. Not this place, they pile it on and the bowls are huge to begin with. Always full after always good the location scenery isnt bad either",Positive,did not answer,no,CA, Concord
7782,7782,110223258,0x8085678cf2a229ef:0xd954b3a6ffa1cd89,Poke Bowl,restaurant,food_services,Decent fresh poke 4.3 stars,Positive,did not answer,no,CA, Concord
7784,7784,106974839,0x808567a4ba2baa0d:0x99ab4a808fcc573f,Texas De Brazil,restaurant,food_services,"This place constantly delivers. They have fantastic dishes for affordable prices, there no long wait even when they are full.",Positive,did not answer,no,CA, Concord
7785,7785,113138495,0x808567d8d79f6aa1:0xb2d9963a64d5f71c,Kinja Sushi Bar & Restaurant,japanese restaurant,food_services,Tried this place already with my friend and I am hooked ever since. I loved the good mood and delicious dishes and drinks. 5 stars from me.,Positive,did not answer,no,CA, Concord
7786,7786,102160694,0x808567e82427500d:0xf4f23521be24292b,Devil & Angel Ice Cream,restaurant,food_services,The food is great and fresh,Positive,did not answer,no,CA, Concord
7787,7787,105220955,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,"Great food, service and atmosphere! Our go-to place for Thai food in the East Bay area!",Positive,did not answer,no,CA, CA 94510
7788,7788,115253772,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,Got a coconut as my drink and dessert :) food is really good! Service is fast and friendly,Positive,did not answer,no,CA, CA 94510
7789,7789,104380438,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,Waiters super attentive. Worked with my 2 year old brought him items to play with both times including extra orange slices. Menu solid iced coffee is bomb.,Positive,did not answer,no,CA, CA 94510
7790,7790,105291124,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,"Had a great dinner recently. Appetizer was fine but main entree of pineapple crispy chicken was amazing! Been craving out every since. Large portion. Dont prefer rice, its totally unnecessary.",Positive,did not answer,no,CA, CA 94510
7791,7791,115121631,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,Love the pad thai. Large helping. Good service,Positive,did not answer,no,CA, CA 94510
7792,7792,10060408,0x80856e30c9fe7f31:0xd8ee12cb38e0f691,Mai Thai Cuisine,thai restaurant    asian restaurant    vegetarian restaurant,food_services,I love this restaurant a lot. there is a special spirit. The food is wonderful. the service is effective and the stuff is well trained. The price is satisfactory. I highly recommend.,Positive,did not answer,no,CA, CA 94510
